"q100, \xd8Z, FLO - Triton [FREE DOWNLOAD]", "https://soundcloud.com/q100-beats/q100-oz-flo-triton-free?in=spltpersonalty/sets/somg-uh-duh-week-vol-4", "q100"
"VISORED WARRIOR", "https://soundcloud.com/vappordash/visored-warrior?in=spltpersonalty/sets/somg-uh-duh-week-vol-4", "VAPPORDASH"
"ZEKE BEATS - Psycho", "https://soundcloud.com/cyclopsrecs/zeke-beats-psycho?in=spltpersonalty/sets/somg-uh-duh-week-vol-4", "Cyclops Recordings"
"Luminous Lure", "https://soundcloud.com/grokebristol/luminous-lure?in=spltpersonalty/sets/somg-uh-duh-week-vol-4", "Groke"
"RAPTORUM - HEADSTONE (FREE DOWNLOAD)", "https://soundcloud.com/raptorum/raptorum-headstone?in=spltpersonalty/sets/somg-uh-duh-week-vol-4", "RAPTORUM"
"SISTO - OF THE SWARM", "https://soundcloud.com/sisto_official/oftheswarm?in=spltpersonalty/sets/somg-uh-duh-week-vol-4", "SISTO"
"DIGITIST - UNDER FOOT", "https://soundcloud.com/digitist/underfoot?in=spltpersonalty/sets/somg-uh-duh-week-vol-4", "DIGITIST"
"ECRAZE - Slayer Show", "https://soundcloud.com/discipleroundtable/slayershow?in=spltpersonalty/sets/somg-uh-duh-week-vol-4", "Disciple Round Table"
"Oolacile - Absynth (Time Virus)", "https://soundcloud.com/oolacile/absynth?in=spltpersonalty/sets/somg-uh-duh-week-vol-4", "Oolacile"
"Higher Than Ever Before", "https://soundcloud.com/disclosuremusic/higher-than-ever-before?in=spltpersonalty/sets/somg-uh-duh-week-vol-4", "Disclosure"
"Quiver (33 Below Remix)", "https://soundcloud.com/silkmusicuk/quiver-33-below-remix?in=spltpersonalty/sets/somg-uh-duh-week-vol-4", "SILK"
"Melancholy", "https://soundcloud.com/agonyispainful/melancholy?in=spltpersonalty/sets/somg-uh-duh-week-vol-4", "Agony"
"DVEIGHT & MOB - Devil Tech", "https://soundcloud.com/discipleroundtable/deviltech?in=spltpersonalty/sets/somg-uh-duh-week-vol-4", "Disciple Round Table"
"The Widdler - Champagne [OUT NOW!]", "https://soundcloud.com/dankndirtydubz/the-widdler-champagne?in=spltpersonalty/sets/somg-uh-duh-week-vol-4", "DANK 'N' DIRTY DUBZ"
"Osheyack - Thrall", "https://soundcloud.com/svbkvlt/osheyack-thrall?in=spltpersonalty/sets/somg-uh-duh-week-vol-4", "SVBKVLT"
"Chime & Axel Boy - Set Me Free", "https://soundcloud.com/ukf/chime-axel-boy-set-me-free?in=spltpersonalty/sets/song-de-la-week-vol-3", "UKF"
"Duffle Bag", "https://soundcloud.com/vctre/duffle-bag?in=spltpersonalty/sets/song-de-la-week-vol-3", "VCTRE"
"100k", "https://soundcloud.com/flybassmusic/100k?in=spltpersonalty/sets/song-de-la-week-vol-3", "FLY"
"Secret Recipe & Rook - Epiphany", "https://soundcloud.com/wormhole-music-group/secret-recipe-rook-epiphany-1?in=spltpersonalty/sets/song-de-la-week-vol-3", "Wormhole Music Group"
"KirbyBright x Lavier - Nice", "https://soundcloud.com/kirbybright/nice-w-lavier?in=spltpersonalty/sets/song-de-la-week-vol-3", "KirbyBright"
"Take Your Time", "https://soundcloud.com/merricatblack/take-your-time?in=spltpersonalty/sets/song-de-la-week-vol-3", "Merricat Black"
"Chee - Blood Thirsty (Farside Flip)", "https://soundcloud.com/howfarside/chee-blood-thirsty-farside-flip?in=spltpersonalty/sets/song-de-la-week-vol-3", "Farside"
"Gold UZI & Svmple Wave - ODY$$EY [XILE EXCLUSIVE]", "https://soundcloud.com/xilecollective/gold-uzi-svmple-wave-odyey-xile-exclusive?in=spltpersonalty/sets/song-de-la-week-vol-3", "XILE Collective"
"Barely Alive - Imagineer (feat. XO ELIZA)", "https://soundcloud.com/disciple/imagineer?in=spltpersonalty/sets/song-de-la-week-vol-3", "Disciple \u265b \u265c \u265e"
"HOLY GRAIL", "https://soundcloud.com/digital-ethos/holy-grail-2?in=spltpersonalty/sets/song-de-la-week-vol-3", "DIGITAL ETHOS"
"Jandi - Disuko", "https://soundcloud.com/jandiofficial/jandi-disuko?in=spltpersonalty/sets/song-de-la-week-vol-3", "JANDI"
"The Upbeats - Beams (PhaseOne Remix)", "https://soundcloud.com/phaseoneau/beams?in=spltpersonalty/sets/song-de-la-week-vol-3", "PhaseOne"
"Eclipse", "https://soundcloud.com/canotodubz/canoto-eclipse?in=spltpersonalty/sets/song-de-la-week-vol-3", "CANOTO"
"MUERTE - Circus Spittle", "https://soundcloud.com/discipleroundtable/circusspittle?in=spltpersonalty/sets/song-de-la-week-vol-3", "Disciple Round Table"
"Kill The Noise x Seven Lions x Julia Ross - Without You", "https://soundcloud.com/killthenoise/withoutyou?in=spltpersonalty/sets/song-de-la-week-vol-3", "Kill The Noise"
"Nova (w. Camo & Krooked)", "https://soundcloud.com/noisia/nova?in=spltpersonalty/sets/song-de-la-week-vol-3", "NOISIA"
"Maysev - Gleam", "https://soundcloud.com/saturaterecords/gleam?in=spltpersonalty/sets/song-de-la-week-vol-3", "SATURATE!"
"Noisia & Former - Pleasure Model", "https://soundcloud.com/noisia/pleasure-model?in=spltpersonalty/sets/song-de-la-week-vol-3", "NOISIA"
"Told You", "https://soundcloud.com/noisia/told-you?in=spltpersonalty/sets/song-de-la-week-vol-3", "NOISIA"
"Result - Pilot", "https://soundcloud.com/neksussound/result-pilot?in=spltpersonalty/sets/song-de-la-week-vol-3", "Neksus Sound"
"Billain & Tasha Baxter - Breach", "https://soundcloud.com/billain/breach?in=spltpersonalty/sets/song-de-la-week-vol-3", "Billain"
"Xaetis - Gargoyled", "https://soundcloud.com/xaetis/sfm014sing004-xaetis-gargoyled?in=spltpersonalty/sets/song-de-la-week-vol-3", "XAETIS"
"NERVO - Flames (ft. Salena Mastroianni)", "https://soundcloud.com/nervomusic/nervo-flames-ft-salena-mastroianni?in=spltpersonalty/sets/song-de-la-week-vol-3", "nervomusic"
"Nitepunk - MTV (Mythic Image Remix)", "https://soundcloud.com/mythicimage/mtv-mythic-image-remix?in=spltpersonalty/sets/song-de-la-week-vol-3", "Mythic Image"
"Up in the Safe feat. S.O.", "https://soundcloud.com/enigmadubz/up-in-the-safe?in=spltpersonalty/sets/song-de-la-week-vol-3", "ENiGMA Dubz"
"A.way - I Wana Give This", "https://soundcloud.com/angvis/away-i-wana-give-this?in=spltpersonalty/sets/song-de-la-week-vol-3", "ANGVIS"
"Current Value - Measures", "https://soundcloud.com/divididmusic/current-value-measures-1?in=spltpersonalty/sets/song-de-la-week-vol-3", "DIVIDID"
"BARELY ALIVE - Fuck Around", "https://soundcloud.com/barelyalive/fuckaround?in=spltpersonalty/sets/song-de-la-week-vol-3", "BARELY ALIVE"
"BARELY ALIVE - Hopped Out", "https://soundcloud.com/barelyalive/hoppedout?in=spltpersonalty/sets/song-de-la-week-vol-3", "BARELY ALIVE"
"Barely Alive - Crash Landing (Ft. Drew Seeley)", "https://soundcloud.com/disciple/crashlanding?in=spltpersonalty/sets/song-de-la-week-vol-3", "Disciple \u265b \u265c \u265e"
"EPTIC X MUST DIE! - Skill Check", "https://soundcloud.com/eptic/eptic-x-must-die-skill-check?in=spltpersonalty/sets/song-de-la-week-vol-3", "EPTIC"
"Decimate Feat. Margeaux Star - Ultra Sonic Mode", "https://soundcloud.com/decimatedubs/decimate-feat-margeaux-star-ultra-sonic-mode?in=spltpersonalty/sets/song-de-la-week-vol-3", "Decimate"
"Kyroshie - It's A Feeling", "https://soundcloud.com/playmerecords/kyroshie-its-a-feeling?in=spltpersonalty/sets/song-de-la-week-vol-3", "Play Me Records"
"SVDDEN DEATH - COMPREHENSION BARRIER", "https://soundcloud.com/svddendeath/svdden-death-comprehension-barrier?in=spltpersonalty/sets/song-de-la-week-vol-3", "SVDDEN DEATH"
"BANXY - Self Control", "https://soundcloud.com/indefiniterecs/banxy-self-control?in=spltpersonalty/sets/song-de-la-week-vol-3", "Indefinite Recordings \u4e0d\u5b9a"
"OUTRAGE & Future Exit - Surrender", "https://soundcloud.com/fullflexaudio/surrender?in=spltpersonalty/sets/song-de-la-week-vol-3", "Full Flex Audio"
"Barely Alive - Know You Better (Ipsiom Remix)", "https://soundcloud.com/ipsiom/barely-alive-know-you-better-ipsiom-remix?in=spltpersonalty/sets/2022-blues-clues-n-bops", "Ipsiom"
"Beatcore - Bring You Down", "https://soundcloud.com/beatcoreofficial/bring-you-down?in=spltpersonalty/sets/2022-blues-clues-n-bops", "Beatcore"
